category,subcategory,skill_name,level,base_score,description,evidence_examples,developer_type
클라우드,AWS DynamoDB,NoSQL,Basic,10,기본 CRUD,"put_item, get_item","Backend,Data"
클라우드,AWS DynamoDB,NoSQL,Intermediate,35,GSI + 쿼리 최적화,Global Secondary Index,"Backend,Data"
클라우드,AWS DynamoDB,NoSQL,Advanced,80,DynamoDB Streams,"Stream processing, Lambda trigger","Backend,Data"
클라우드,AWS SQS,메시지 큐,Intermediate,32,큐 처리,"send_message, receive_message","Backend,DevOps"
클라우드,AWS SQS,메시지 큐,Advanced,76,FIFO + 배치 처리,"FIFO queue, batch operations","Backend,DevOps"
클라우드,AWS SNS,알림 서비스,Intermediate,30,Pub/Sub,"publish, subscribe","Backend,DevOps"
클라우드,AWS SNS,알림 서비스,Advanced,72,필터 정책,message filtering,"Backend,DevOps"
클라우드,AWS ECS,컨테이너 오케스트레이션,Intermediate,40,Task Definition,"ECS Task, Service","DevOps,Backend"
클라우드,AWS ECS,컨테이너 오케스트레이션,Advanced,80,Fargate + Auto Scaling,"Fargate, service auto scaling","DevOps,Backend"
클라우드,AWS CloudFormation,IaC,Intermediate,38,스택 관리,"Resources, Parameters, Outputs","DevOps,Backend"
클라우드,AWS CloudFormation,IaC,Advanced,80,StackSets + 복잡한 템플릿,"StackSets, nested stacks","DevOps,Backend"
클라우드,AWS CDK,프로그래밍 방식 IaC,Intermediate,40,기본 스택,"aws_cdk Stack, Construct","DevOps,Backend"
클라우드,AWS CDK,프로그래밍 방식 IaC,Advanced,80,커스텀 Construct,"Custom constructs, aspects","DevOps,Backend"
클라우드,GCP Cloud Functions,서버리스,Intermediate,35,HTTP 트리거,def hello_http(request):,"Backend,DevOps"
클라우드,GCP Cloud Functions,서버리스,Advanced,80,이벤트 트리거,"Pub/Sub, Cloud Storage triggers","Backend,DevOps"
클라우드,GCP BigQuery,데이터 웨어하우스,Intermediate,38,SQL 쿼리,"SELECT, JOIN, PARTITION BY","DevOps,Backend"
클라우드,GCP BigQuery,데이터 웨어하우스,Advanced,80,스트리밍 삽입,"streaming inserts, partitioning","DevOps,Backend"
클라우드,GCP Pub/Sub,메시징,Intermediate,35,토픽 + 구독,"publish, pull","Backend,Data,DevOps"
클라우드,GCP Dataflow,스트림 처리,Advanced,80,Apache Beam,"PTransform, ParDo","DevOps,Backend"
보안,암호화,Fernet,Intermediate,30,대칭 암호화,"Fernet.generate_key, encrypt","Backend,Security"
보안,암호화,RSA,Advanced,72,비대칭 암호화,"RSA key pair, public/private","Backend,Security"
보안,암호화,AES,Advanced,76,AES 암호화,AES-256-GCM,"Backend,Security"
보안,해싱,hashlib,Basic,9,기본 해싱,"sha256, md5","Backend,Security"
보안,해싱,bcrypt,Intermediate,30,비밀번호 해싱,"bcrypt.hashpw, salt","Backend,Security"
보안,해싱,Argon2,Advanced,72,최신 해싱,argon2.PasswordHasher,"Backend,Security"
보안,입력 검증,validators,Intermediate,28,데이터 검증,"validators.email, validators.url","Backend,All"
보안,입력 검증,bleach,Intermediate,32,XSS 방지,"bleach.clean, allowed_tags","Backend,Security"
보안,SQL Injection 방지,파라미터화 쿼리,Intermediate,35,Prepared statements,cursor.execute with params,"Backend,Security,All"
보안,CSRF 방지,토큰 검증,Intermediate,32,CSRF 토큰,csrf_token validation,"Backend,Security"
보안,레이트 리미팅,slowapi,Intermediate,30,API 제한,"Limiter, limiter.limit","Backend,Security"
보안,레이트 리미팅,Redis 기반,Advanced,72,분산 레이트 리미팅,Redis rate limiting,"Backend,DevOps"
성능 최적화,프로파일링,cProfile,Intermediate,32,CPU 프로파일링,"cProfile.run, pstats","Backend,All"
성능 최적화,프로파일링,line_profiler,Advanced,72,라인 단위 프로파일링,@profile decorator,"Backend,All"
성능 최적화,프로파일링,memory_profiler,Advanced,72,메모리 프로파일링,@profile for memory,"Backend,All"
성능 최적화,프로파일링,py-spy,Advanced,76,샘플링 프로파일러,py-spy record,"Backend,DevOps"
성능 최적화,캐싱,functools.lru_cache,Intermediate,28,함수 결과 캐싱,@lru_cache(maxsize=128),"Backend,All"
성능 최적화,캐싱,cachetools,Intermediate,32,고급 캐싱,"TTLCache, LRUCache",Backend
성능 최적화,캐싱,diskcache,Advanced,68,디스크 캐싱,"Cache, FanoutCache",Backend
성능 최적화,멀티프로세싱,multiprocessing,Intermediate,35,병렬 처리,"Pool, Process","Backend,Data,All"
성능 최적화,멀티프로세싱,concurrent.futures,Intermediate,38,스레드/프로세스 풀,"ProcessPoolExecutor, ThreadPoolExecutor","Backend,All"
성능 최적화,비동기 I/O,aiofiles,Intermediate,32,비동기 파일 I/O,async with aiofiles.open,Backend
성능 최적화,비동기 I/O,aiomysql,Intermediate,35,비동기 MySQL,await conn.execute,"Backend,Data"
성능 최적화,비동기 I/O,asyncpg,Advanced,72,비동기 PostgreSQL,"await conn.fetch, prepared statements",Backend
테스트,pytest,픽스처,Intermediate,28,테스트 셋업,@pytest.fixture,"Backend,All,QA"
테스트,pytest,파라미터화,Intermediate,30,여러 입력 테스트,@pytest.mark.parametrize,"Backend,All,QA"
테스트,pytest,마커,Intermediate,28,테스트 분류,@pytest.mark.slow,"Backend,All,QA"
테스트,pytest,플러그인,Advanced,76,커스텀 플러그인,"pytest_configure, hooks","Backend,QA"
테스트,unittest,Mock,Intermediate,32,객체 모킹,"unittest.mock.Mock, patch","Backend,All,QA"
테스트,unittest,Mock,Advanced,72,복잡한 모킹,"side_effect, mock chaining","Backend,QA"
테스트,pytest-mock,모킹,Intermediate,32,pytest 모킹,mocker fixture,"Backend,QA"
테스트,hypothesis,속성 기반 테스트,Advanced,76,랜덤 입력 테스트,"@given decorator, strategies","Backend,QA"
테스트,tox,다중 환경 테스트,Intermediate,35,환경별 테스트,"tox.ini, envlist","Backend,DevOps,QA"
테스트,coverage,커버리지,Intermediate,30,코드 커버리지,"coverage run, coverage report","Backend,QA,All"
테스트,Selenium,E2E 테스트,Intermediate,35,웹 자동화,"webdriver, find_element","QA,Fullstack"
테스트,Selenium,E2E 테스트,Advanced,80,Page Object Pattern,Page Object Model,"QA,Fullstack"
테스트,Playwright,모던 E2E,Intermediate,38,브라우저 자동화,"page.goto, page.click","QA,Fullstack"
테스트,Playwright,모던 E2E,Advanced,80,병렬 테스트,"pytest-playwright, parallel","QA,DevOps"
테스트,Locust,부하 테스트,Intermediate,38,성능 테스트,"HttpUser, @task","QA,Backend,DevOps"
테스트,Locust,부하 테스트,Advanced,80,분산 부하 테스트,Master-slave setup,"QA,DevOps"
임베디드/IoT,MicroPython,마이크로컨트롤러,Basic,10,기본 GPIO 제어,"Pin, PWM",Embedded
임베디드/IoT,MicroPython,마이크로컨트롤러,Intermediate,35,센서 통합,"I2C, SPI protocols",Embedded
임베디드/IoT,CircuitPython,Adafruit,Basic,10,기본 보드 제어,board.LED,Embedded
임베디드/IoT,RPi.GPIO,Raspberry Pi,Intermediate,32,GPIO 프로그래밍,"GPIO.setup, GPIO.output",Embedded
임베디드/IoT,MQTT,IoT 메시징,Intermediate,35,Pub/Sub,"paho-mqtt, publish, subscribe","Embedded,Backend"
임베디드/IoT,MQTT,IoT 메시징,Advanced,76,QoS + 보안,"QoS levels, TLS","Embedded,Backend,Security"
임베디드/IoT,CoAP,제약 프로토콜,Advanced,72,경량 프로토콜,aiocoap library,Embedded
네트워킹,socket,저수준 네트워크,Intermediate,32,TCP/UDP 소켓,"socket.socket, bind, listen","Backend,All"
네트워킹,socket,저수준 네트워크,Advanced,76,논블로킹 소켓,"select, epoll",Backend
네트워킹,asyncio,비동기 네트워크,Advanced,80,프로토콜 구현,"asyncio.Protocol, transport",Backend
네트워킹,Twisted,이벤트 기반,Advanced,76,네트워크 프레임워크,twisted.internet.reactor,Backend
네트워킹,Paramiko,SSH,Intermediate,35,SSH 클라이언트,"SSHClient, exec_command","Backend,DevOps"
네트워킹,Paramiko,SSH,Advanced,76,SFTP + 키 관리,"SFTPClient, RSA keys","Backend,DevOps"
네트워킹,Scapy,패킷 조작,Advanced,76,네트워크 분석,"sniff, send, sr","Security,Backend"
네트워킹,requests-html,웹 렌더링,Intermediate,32,JavaScript 렌더링,"HTMLSession, render","Backend,Data"
데이터 포맷,JSON,기본 처리,Basic,6,"json.dumps, json.loads",json.dumps(data),All
데이터 포맷,JSON,기본 처리,Intermediate,25,커스텀 인코더,"JSONEncoder, default method","Backend,All"
데이터 포맷,YAML,설정 파일,Basic,9,yaml.safe_load,yaml.safe_load(file),"All,DevOps"
데이터 포맷,YAML,설정 파일,Intermediate,30,복잡한 구조,"anchors, aliases","All,DevOps"
데이터 포맷,XML,XML 처리,Intermediate,30,ElementTree,"ET.parse, find, findall","Backend,Data"
데이터 포맷,XML,XML 처리,Advanced,68,lxml + XPath,"lxml.etree, xpath","Backend,Data"
데이터 포맷,Pickle,직렬화,Basic,9,pickle.dump/load,"pickle.dump(obj, file)",All
데이터 포맷,Pickle,직렬화,Advanced,64,프로토콜 최적화,"protocol=5, __getstate__",Backend
데이터 포맷,MessagePack,바이너리 직렬화,Intermediate,35,효율적 직렬화,"msgpack.packb, unpackb","Backend,Data"
데이터 포맷,Apache Avro,스키마 직렬화,Advanced,72,스키마 진화,"avro schema, serialization","Data,Backend"
데이터 포맷,Parquet,컬럼 스토리지,Intermediate,38,효율적 저장,"pyarrow, pandas.to_parquet",Data
데이터 포맷,Parquet,컬럼 스토리지,Advanced,80,파티셔닝,partitioned writes,Data
문서화,Sphinx,문서 생성,Basic,10,기본 설정,sphinx-quickstart,All
문서화,Sphinx,문서 생성,Intermediate,35,autodoc,.. automodule::,All
문서화,Sphinx,문서 생성,Advanced,80,커스텀 테마 + 확장,"custom theme, extensions",All
문서화,MkDocs,Markdown 문서,Basic,10,기본 사이트,mkdocs.yml,All
문서화,MkDocs,Markdown 문서,Intermediate,32,Material 테마,mkdocs-material,All
문서화,pdoc,API 문서,Intermediate,30,자동 생성,pdoc --html,All
문서화,Swagger/OpenAPI,API 스펙,Intermediate,35,자동 문서화,FastAPI auto docs,"Backend,Fullstack"
코드 품질,Black,코드 포맷터,Intermediate,25,자동 포맷팅,black .,All
코드 품질,isort,Import 정렬,Intermediate,25,Import 정렬,isort .,All
코드 품질,flake8,린터,Intermediate,28,스타일 체크,flake8 .,All
코드 품질,flake8,린터,Advanced,68,커스텀 플러그인,flake8 plugin development,All
코드 품질,pylint,정적 분석,Intermediate,30,코드 분석,pylint --rcfile=.pylintrc,All
코드 품질,pylint,정적 분석,Advanced,72,커스텀 체커,Custom checker,All
코드 품질,mypy,타입 체킹,Intermediate,32,기본 타입 체크,mypy .,All
코드 품질,mypy,타입 체킹,Advanced,76,strict 모드,mypy --strict,All
코드 품질,pyright,타입 체커,Advanced,72,빠른 타입 체크,pyright,All
코드 품질,bandit,보안 스캔,Intermediate,32,취약점 탐지,bandit -r .,"All,Security"
코드 품질,safety,의존성 체크,Intermediate,32,취약한 패키지,safety check,"All,Security,DevOps"
코드 품질,pre-commit,Git hooks,Intermediate,35,자동 검사,.pre-commit-config.yaml,"All,DevOps"
코드 품질,SonarQube,종합 분석,Advanced,76,코드 품질 플랫폼,sonar-scanner,"All,DevOps"
패키징,setuptools,패키지 생성,Intermediate,30,setup.py,setuptools.setup,All
패키징,setuptools,패키지 생성,Advanced,72,복잡한 설정,"setup.cfg, entry_points",All
패키징,Poetry,의존성 관리,Basic,12,기본 사용,"poetry init, poetry add",All
패키징,Poetry,의존성 관리,Intermediate,38,빌드 + 배포,"poetry build, poetry publish",All
패키징,Poetry,의존성 관리,Advanced,80,플러그인 시스템,Poetry plugins,All
패키징,Pipenv,가상 환경,Intermediate,30,Pipfile,"pipenv install, pipenv lock",All
패키징,PDM,모던 패키지 관리,Intermediate,35,PEP 582,"pdm add, pdm.lock",All
패키징,PyInstaller,실행 파일,Intermediate,32,바이너리 생성,pyinstaller script.py,All
패키징,PyInstaller,실행 파일,Advanced,76,최적화,"--onefile, custom hooks",All
패키징,cx_Freeze,크로스 플랫폼,Advanced,72,멀티 플랫폼 빌드,setup.py with cx_Freeze,All
GUI,Tkinter,기본 GUI,Basic,9,윈도우 생성,"Tk(), mainloop",All
GUI,Tkinter,기본 GUI,Intermediate,30,위젯 + 레이아웃,"Button, Entry, grid/pack",All
GUI,PyQt,Qt 프레임워크,Intermediate,38,신호/슬롯,"QMainWindow, signals/slots",All
GUI,PyQt,Qt 프레임워크,Advanced,80,커스텀 위젯,"Custom widgets, painting",All
GUI,Kivy,멀티터치,Intermediate,35,모바일 앱,"Kivy App, kv language",Mobile
GUI,Kivy,멀티터치,Advanced,80,Android/iOS 빌드,"buildozer, python-for-android",Mobile
GUI,Dear PyGui,모던 GUI,Intermediate,32,즉시 모드 GUI,dpg.create_context,All
게임 개발,Pygame,2D 게임,Basic,10,기본 게임 루프,"pygame.init, game loop",All
게임 개발,Pygame,2D 게임,Intermediate,35,스프라이트 + 충돌,"Sprite, collide_rect",All
게임 개발,Pygame,2D 게임,Advanced,80,복잡한 게임,"Scene management, particles",All
게임 개발,Pyglet,OpenGL,Intermediate,38,OpenGL 렌더링,"pyglet.window, batch rendering",All
과학 계산,SciPy,과학 함수,Intermediate,35,최적화 + 적분,"scipy.optimize, scipy.integrate","Data,AI/ML"
과학 계산,SciPy,과학 함수,Advanced,80,신호 처리,"scipy.signal, FFT","Data,AI/ML"
과학 계산,SymPy,심볼릭 수학,Intermediate,35,대수 연산,"symbols, solve, simplify","Data,AI/ML"
과학 계산,SymPy,심볼릭 수학,Advanced,76,미적분,"diff, integrate, limit","Data,AI/ML"
과학 계산,Numba,JIT 컴파일,Intermediate,38,성능 가속,"@jit, @vectorize","Data,AI/ML"
과학 계산,Numba,JIT 컴파일,Advanced,80,CUDA + 병렬,"@cuda.jit, parallel=True","Data,AI/ML"
과학 계산,Cython,C 확장,Advanced,80,C/C++ 통합,".pyx files, cdef",All
특수 목적,requests-cache,HTTP 캐싱,Intermediate,30,요청 캐싱,CachedSession,"Backend,Data"
특수 목적,fake-useragent,User-Agent,Intermediate,25,랜덤 UA,UserAgent().random,"Backend,Data"
특수 목적,python-dotenv,환경 변수,Basic,9,.env 로딩,load_dotenv(),All
특수 목적,schedule,작업 스케줄링,Intermediate,28,간단한 스케줄,schedule.every().day.do(job),"Backend,All"
특수 목적,Arrow,날짜/시간,Intermediate,30,편리한 시간 처리,"arrow.now(), humanize",All
특수 목적,python-dateutil,날짜 파싱,Intermediate,28,유연한 파싱,dateutil.parser.parse,All
특수 목적,phonenumbers,전화번호,Intermediate,28,번호 검증,phonenumbers.parse,"Backend,All"
특수 목적,email-validator,이메일 검증,Intermediate,25,이메일 유효성,validate_email,"Backend,All"
특수 목적,Pillow,이미지 처리,Intermediate,30,이미지 조작,"Image.open, resize, filter","Backend,All"
특수 목적,reportlab,PDF 생성,Intermediate,32,PDF 문서,"canvas, SimpleDocTemplate",Backend
특수 목적,PyPDF2,PDF 조작,Intermediate,30,PDF 읽기/쓰기,"PdfReader, PdfWriter",Backend
특수 목적,python-barcode,바코드,Intermediate,25,바코드 생성,"Code128, generate",Backend
특수 목적,qrcode,QR 코드,Intermediate,25,QR 생성,qrcode.make,"Backend,All"
Web3/Blockchain,web3.py,이더리움 상호작용,Intermediate,38,스마트 컨트랙트 호출,"Web3(provider), contract.functions.call()",Backend
Web3/Blockchain,web3.py,이더리움 상호작용,Advanced,80,트랜잭션 서명,"sign_transaction, send_raw_transaction",Backend
Web3/Blockchain,Brownie,스마트 컨트랙트 개발,Advanced,76,테스트 + 배포,"brownie test, brownie run",Backend
멀티미디어,pydub,오디오 편집,Intermediate,32,오디오 조작,"AudioSegment, export","Backend,All"
멀티미디어,librosa,오디오 분석,Intermediate,38,특징 추출,"librosa.load, librosa.feature","AI/ML,Data"
멀티미디어,librosa,오디오 분석,Advanced,80,스펙트로그램,"librosa.stft, mel_spectrogram",AI/ML
멀티미디어,soundfile,오디오 I/O,Intermediate,30,파일 읽기/쓰기,"sf.read, sf.write","Backend,All"
멀티미디어,pyaudio,실시간 오디오,Advanced,72,스트리밍,"PyAudio stream, callback","Backend,Embedded"
멀티미디어,OpenCV Video,비디오 처리,Intermediate,35,비디오 읽기/쓰기,"cv2.VideoCapture, VideoWriter","AI/ML,Backend"
멀티미디어,moviepy,비디오 편집,Intermediate,35,동영상 조작,"VideoFileClip, concatenate","Backend,All"
멀티미디어,moviepy,비디오 편집,Advanced,76,이펙트 + 합성,"CompositeVideoClip, fx",Backend
멀티미디어,ffmpeg-python,FFmpeg 래퍼,Advanced,72,복잡한 변환,ffmpeg.input().output(),Backend
GIS,GeoPandas,지리 데이터,Intermediate,38,공간 데이터 분석,"GeoDataFrame, spatial joins","Data,AI/ML"
GIS,GeoPandas,지리 데이터,Advanced,80,복잡한 공간 연산,"buffer, union, intersection","Data,AI/ML"
GIS,Shapely,기하 객체,Intermediate,35,도형 연산,"Point, Polygon, intersects","Data,Backend"
GIS,Folium,지도 시각화,Intermediate,32,인터랙티브 지도,"folium.Map, Marker","Data,Backend"
GIS,Folium,지도 시각화,Advanced,72,커스텀 레이어,"GeoJson, choropleth","Data,Backend"
GIS,pyproj,좌표 변환,Advanced,68,투영 변환,"Transformer, CRS",Data
자동화,pyautogui,GUI 자동화,Intermediate,30,마우스/키보드 제어,"click, press, screenshot","All,QA"
자동화,pyautogui,GUI 자동화,Advanced,68,이미지 인식,"locateOnScreen, confidence","All,QA"
자동화,keyboard,키보드 제어,Intermediate,28,핫키,keyboard.add_hotkey,All
자동화,mouse,마우스 제어,Intermediate,28,마우스 이벤트,"mouse.move, mouse.click",All
자동화,pywinauto,Windows 자동화,Advanced,72,윈도우 앱 제어,"Application, Desktop","All,QA"
자동화,python-docx,Word 문서,Intermediate,30,문서 생성,"Document, add_paragraph","Backend,All"
자동화,openpyxl,Excel 조작,Intermediate,32,엑셀 읽기/쓰기,"load_workbook, save","Backend,All,Data"
자동화,openpyxl,Excel 조작,Advanced,72,복잡한 수식,"formulas, styles, charts","Backend,Data"
자동화,xlwings,Excel 매크로,Advanced,76,Python-Excel 통합,"xw.Book, UDF","Backend,Data"
웹 스크래핑,Scrapy Splash,JavaScript 렌더링,Advanced,76,동적 페이지,"Splash, scrapy-splash","Backend,Data"
웹 스크래핑,Scrapy Redis,분산 크롤링,Advanced,80,Redis 기반 큐,RedisCrawlSpider,"Backend,Data,DevOps"
웹 스크래핑,newspaper3k,뉴스 추출,Intermediate,32,기사 파싱,"Article, download, parse","Backend,Data"
웹 스크래핑,trafilatura,웹 콘텐츠 추출,Intermediate,35,본문 추출,"fetch_url, extract","Backend,Data"
웹 스크래핑,selenium-wire,네트워크 캡처,Advanced,72,요청 인터셉트,"driver.requests, interceptor","Backend,QA"
API 개발,FastAPI Rate Limiting,속도 제한,Intermediate,32,SlowAPI 통합,limiter.limit decorator,"Backend,Fullstack"
API 개발,FastAPI Caching,응답 캐싱,Intermediate,35,fastapi-cache2,cache decorator,"Backend,Fullstack"
API 개발,FastAPI Background Tasks,백그라운드 작업,Intermediate,32,비동기 작업,BackgroundTasks.add_task,"Backend,Fullstack"
API 개발,FastAPI Events,이벤트 핸들러,Advanced,72,startup/shutdown,app.on_event,"Backend,Fullstack"
API 개발,API 버저닝,버전 관리,Intermediate,35,URL 버저닝,"/api/v1/, APIRouter prefix",Backend
API 개발,API 버저닝,버전 관리,Advanced,76,헤더 기반 버저닝,Accept header versioning,Backend
메시징,ZeroMQ,메시징 라이브러리,Intermediate,38,소켓 패턴,"REQ-REP, PUB-SUB, PUSH-PULL",Backend
메시징,ZeroMQ,메시징 라이브러리,Advanced,80,복잡한 패턴,"ROUTER-DEALER, proxy",Backend
메시징,NATS,클라우드 네이티브 메시징,Intermediate,38,Pub/Sub,nats.py client,"Backend,DevOps"
메시징,NATS,클라우드 네이티브 메시징,Advanced,80,JetStream,persistent streams,"Backend,DevOps"
메시징,Pulsar,분산 메시징,Advanced,76,Apache Pulsar,"producer, consumer, topics","Backend,Data,DevOps"
검색,Whoosh,순수 Python 검색,Intermediate,35,전문 검색,"Index, Schema, QueryParser","Backend,Data"
검색,Elasticsearch DSL,쿼리 빌더,Intermediate,38,파이썬 DSL,"Search, Q, A","Backend,Data"
검색,Elasticsearch DSL,쿼리 빌더,Advanced,80,복잡한 쿼리,"nested, bool, function_score","Backend,Data"
검색,MeiliSearch,현대적 검색,Intermediate,35,빠른 검색,meilisearch-python client,Backend
검색,Typesense,오픈소스 검색,Intermediate,35,타입 안전 검색,typesense-python,Backend
시계열,InfluxDB,시계열 DB,Intermediate,38,메트릭 저장,"InfluxDBClient, write_points","Backend,Data,DevOps"
시계열,InfluxDB,시계열 DB,Advanced,80,Flux 쿼리,Flux query language,"Data,DevOps"
시계열,TimescaleDB,PostgreSQL 확장,Advanced,76,하이브리드 DB,continuous aggregates,"Backend,Data"
시계열,Prophet,시계열 예측,Intermediate,40,페이스북 예측 라이브러리,"Prophet model, fit, predict","Data,AI/ML"
시계열,Prophet,시계열 예측,Advanced,80,커스텀 시즌,"seasonality, holidays","Data,AI/ML"
시계열,statsmodels,통계 모델,Advanced,76,"ARIMA, 시계열","ARIMA, seasonal_decompose","Data,AI/ML"
그래프 분석,NetworkX,그래프 라이브러리,Intermediate,38,그래프 생성,"Graph, add_edge, shortest_path","Data,AI/ML"
그래프 분석,NetworkX,그래프 라이브러리,Advanced,80,알고리즘,"pagerank, community detection","Data,AI/ML"
그래프 분석,igraph,고성능 그래프,Advanced,76,대규모 그래프,"igraph.Graph, clustering",Data
그래프 분석,graph-tool,효율적 그래프,Advanced,80,C++ 기반,"Graph, graph_draw","Data,AI/ML"
그래프 분석,py2neo,Neo4j 드라이버,Intermediate,35,Cypher OGM,"Graph, Node, Relationship","Backend,Data"
NLP,TextBlob,간단한 NLP,Intermediate,30,감성 분석,"TextBlob, sentiment","AI/ML,Data"
NLP,polyglot,다국어 NLP,Intermediate,35,다국어 지원,"polyglot.text, detect_language",AI/ML
NLP,fastText,단어 임베딩,Advanced,72,Facebook 임베딩,"train_unsupervised, word vectors",AI/ML
NLP,Flair,NER & 분류,Advanced,76,문맥 임베딩,"Sentence, SequenceTagger",AI/ML
NLP,AllenNLP,NLP 연구,Advanced,80,딥러닝 NLP,"Predictors, Model",AI/ML
컴퓨터 비전,Detectron2,객체 감지,Advanced,80,Facebook 프레임워크,"DefaultPredictor, config",AI/ML
컴퓨터 비전,Albumentations,이미지 증강,Intermediate,38,빠른 augmentation,"Compose, transforms",AI/ML
컴퓨터 비전,Albumentations,이미지 증강,Advanced,80,커스텀 변환,"BasicTransform, DualTransform",AI/ML
컴퓨터 비전,face_recognition,얼굴 인식,Intermediate,38,얼굴 감지/인식,"face_locations, face_encodings",AI/ML
로보틱스,ROS (rospy),로봇 운영체제,Advanced,80,노드 통신,"rospy.init_node, Publisher, Subscriber",Embedded
로보틱스,PyBullet,물리 시뮬레이션,Advanced,76,로봇 시뮬,"pybullet.loadURDF, stepSimulation","AI/ML,Embedded"
양자 컴퓨팅,Qiskit,IBM 양자,Advanced,80,양자 회로,"QuantumCircuit, execute","AI/ML,Data"
양자 컴퓨팅,Cirq,Google 양자,Advanced,80,양자 알고리즘,"cirq.Circuit, Simulator",AI/ML
바이오인포매틱스,Biopython,생물정보학,Advanced,76,서열 분석,"SeqIO, Seq, Align","Data,AI/ML"
바이오인포매틱스,scikit-bio,생물 데이터,Advanced,72,다양성 분석,"diversity, distance",Data
금융,QuantLib,금융 공학,Advanced,80,파생상품 가격,"ql.Option, ql.BlackScholes","Data,Backend"
금융,zipline,백테스팅,Advanced,76,알고리즘 트레이딩,"TradingAlgorithm, run_algorithm","Data,Backend"
금융,TA-Lib,기술적 분석,Intermediate,38,금융 지표,"talib.SMA, talib.RSI",Data
금융,yfinance,야후 금융,Intermediate,32,주가 데이터,"yf.download, Ticker","Data,Backend"
금융,ccxt,암호화폐 거래소,Intermediate,38,거래소 API,"ccxt.binance, fetch_ticker","Backend,Data"
금융,ccxt,암호화폐 거래소,Advanced,80,알고 트레이딩,"create_order, watch_ticker","Backend,Data"
과학 시뮬레이션,SimPy,이산 이벤트,Advanced,72,프로세스 시뮬,"simpy.Environment, process","Data,All"
과학 시뮬레이션,Mesa,에이전트 기반,Advanced,76,ABM 시뮬,"Model, Agent, schedule","Data,AI/ML"
최적화,PuLP,선형 계획법,Intermediate,38,LP/IP 문제,"LpProblem, LpVariable",Data
최적화,PuLP,선형 계획법,Advanced,80,복잡한 제약,"solver selection, sensitivity",Data
최적화,CVXPY,볼록 최적화,Advanced,76,최적화 문제,"cp.Variable, cp.Problem","Data,AI/ML"
최적화,OR-Tools,Google 최적화,Advanced,80,조합 최적화,"pywraplp, routing","Data,Backend"
최적화,Optuna,하이퍼파라미터,Intermediate,40,자동 튜닝,"study.optimize, suggest_int","AI/ML,Data"
최적화,Optuna,하이퍼파라미터,Advanced,80,고급 샘플링,"TPESampler, pruning",AI/ML
분산 컴퓨팅,Ray,분산 컴퓨팅,Intermediate,40,병렬 처리,"@ray.remote, ray.get","Data,AI/ML,Backend"
분산 컴퓨팅,Ray,분산 컴퓨팅,Advanced,80,Ray Tune + Serve,"ray.tune, ray.serve","AI/ML,DevOps"
분산 컴퓨팅,Dask Distributed,분산 Dask,Advanced,80,클러스터 컴퓨팅,"Client, LocalCluster","Data,AI/ML"
분산 컴퓨팅,Joblib,병렬화,Intermediate,32,간단한 병렬,"Parallel, delayed","Data,All"
웹 서버,Gunicorn,WSGI 서버,Intermediate,32,프로덕션 서버,gunicorn app:app --workers 4,"Backend,DevOps"
웹 서버,Gunicorn,WSGI 서버,Advanced,72,워커 튜닝,"worker_class, max_requests","Backend,DevOps"
웹 서버,uWSGI,앱 서버,Advanced,72,고성능 서버,uwsgi.ini configuration,"Backend,DevOps"
웹 서버,Uvicorn,ASGI 서버,Intermediate,35,FastAPI 서버,uvicorn main:app,"Backend,DevOps"
웹 서버,Uvicorn,ASGI 서버,Advanced,76,멀티 워커,uvicorn with multiple workers,"Backend,DevOps"
프록시,mitmproxy,HTTP 프록시,Advanced,76,트래픽 분석,"mitmdump, addons","Backend,Security,QA"
프록시,requests-mock,HTTP 모킹,Intermediate,32,요청 모킹,requests_mock.Mocker,"Backend,QA"
설정 관리,Dynaconf,설정 라이브러리,Intermediate,32,계층적 설정,"settings.get, validators","Backend,All"
설정 관리,python-decouple,설정 분리,Intermediate,28,환경별 설정,config from .env,"Backend,All"
설정 관리,Hydra,복잡한 설정,Advanced,72,구성 관리,"@hydra.main, compose","AI/ML,Backend"
상태 관리,Redis-py,Redis 클라이언트,Intermediate,32,캐시 + 세션,"redis.Redis, get/set","Backend,Data,DevOps"
상태 관리,Redis-py,Redis 클라이언트,Advanced,76,파이프라인 + Lua,"pipeline, eval","Backend,Data,DevOps"
상태 관리,aioredis,비동기 Redis,Advanced,72,비동기 Redis,aioredis.create_redis_pool,"Backend,Data,DevOps"
웹 프레임워크,Django ORM,QuerySet 최적화,Advanced,72,select_related와 prefetch_related,select_related('author__profile'),"Backend,Fullstack"
웹 프레임워크,Django ORM,Raw SQL 사용,Advanced,68,복잡한 쿼리,Model.objects.raw(),"Backend,Data"
웹 프레임워크,Django ORM,F() 표현식,Intermediate,35,필드 참조 연산,F('price') * 1.1,"Backend,Fullstack"
웹 프레임워크,Django ORM,Q() 복잡한 쿼리,Advanced,64,"OR, AND 조합",Q(a=1) | Q(b=2),"Backend,Fullstack"
웹 프레임워크,Django ORM,Subquery 사용,Advanced,76,서브쿼리,Subquery(queryset),"Backend,Fullstack"
웹 프레임워크,Django ORM,Aggregation,Intermediate,38,집계 함수,"Count, Sum, Avg","Backend,Fullstack"
웹 프레임워크,Django ORM,Annotation,Advanced,68,계산 필드,annotate(total=Sum('amount')),"Backend,Fullstack"
